SKU_ID,Category,Product_Name,Unit_Cost
SKU0107,Appliances,Product_107,3009
SKU0108,Parts,Product_108,2315
SKU0109,Appliances,Product_109,2529
SKU0110,Furniture,Product_110,4696
SKU0111,Parts,Product_111,1685
SKU0112,Furniture,Product_112,1807
SKU0113,Parts,Product_113,4502
SKU0114,Appliances,Product_114,2120
SKU0115,Furniture,Product_115,2899
SKU0116,Parts,Product_116,3301
SKU0117,Electronics,Product_117,3780
SKU0118,Appliances,Product_118,2539
SKU0119,Parts,Product_119,1681
SKU0120,Electronics,Product_120,2866
SKU0121,Parts,Product_121,1065
SKU0122,Electronics,Product_122,1398
SKU0123,Appliances,Product_123,4661
SKU0124,Furniture,Product_124,3137
SKU0125,Electronics,Product_125,2889
SKU0126,Parts,Product_126,385
SKU0127,Appliances,Product_127,4642
SKU0128,Electronics,Product_128,945
SKU0129,Parts,Product_129,3596
SKU0130,Parts,Product_130,901
SKU0131,Parts,Product_131,1737
SKU0132,Electronics,Product_132,1981
SKU0133,Electronics,Product_133,3796
SKU0134,Electronics,Product_134,2477
SKU0135,Furniture,Product_135,1618
SKU0136,Electronics,Product_136,4050
SKU0137,Electronics,Product_137,2788
SKU0138,Electronics,Product_138,3548
SKU0139,Furniture,Product_139,3963
SKU0140,Electronics,Product_140,1116
SKU0141,Parts,Product_141,4430
SKU0142,Electronics,Product_142,2494
SKU0143,Parts,Product_143,4157
SKU0144,Parts,Product_144,3423
SKU0145,Parts,Product_145,4019
SKU0146,Furniture,Product_146,2596
SKU0147,Furniture,Product_147,803
SKU0148,Furniture,Product_148,2132
SKU0149,Electronics,Product_149,2824
SKU0150,Parts,Product_150,2946
SKU0151,Furniture,Product_151,4235
SKU0152,Furniture,Product_152,825
SKU0153,Electronics,Product_153,1675
SKU0154,Furniture,Product_154,3119
SKU0155,Electronics,Product_155,467
SKU0156,Appliances,Product_156,164
SKU0157,Furniture,Product_157,666
SKU0158,Appliances,Product_158,4024
SKU0159,Electronics,Product_159,3317
SKU0160,Parts,Product_160,875
SKU0161,Furniture,Product_161,1566
SKU0162,Electronics,Product_162,3196
SKU0163,Parts,Product_163,462
SKU0164,Parts,Product_164,778
SKU0165,Appliances,Product_165,3398
SKU0166,Electronics,Product_166,2858
SKU0167,Parts,Product_167,725
SKU0168,Furniture,Product_168,3515
SKU0169,Furniture,Product_169,2554
SKU0170,Appliances,Product_170,3017
SKU0171,Parts,Product_171,2836
SKU0172,Electronics,Product_172,1172
SKU0173,Furniture,Product_173,4129
SKU0174,Parts,Product_174,1621
SKU0175,Parts,Product_175,2193
SKU0176,Appliances,Product_176,1737
SKU0177,Furniture,Product_177,4182
SKU0178,Furniture,Product_178,3901
SKU0179,Electronics,Product_179,3490
SKU0180,Furniture,Product_180,3816
SKU0181,Electronics,Product_181,2376
SKU0182,Furniture,Product_182,2964
SKU0183,Appliances,Product_183,4002
SKU0184,Furniture,Product_184,645
SKU0185,Electronics,Product_185,778
SKU0186,Electronics,Product_186,1415
SKU0187,Appliances,Product_187,4542
SKU0188,Furniture,Product_188,748
SKU0189,Furniture,Product_189,445
SKU0190,Appliances,Product_190,4221
SKU0191,Furniture,Product_191,4410
SKU0192,Furniture,Product_192,2552
SKU0193,Electronics,Product_193,1869
SKU0194,Furniture,Product_194,767
SKU0195,Furniture,Product_195,2832
SKU0196,Appliances,Product_196,4996
SKU0197,Appliances,Product_197,3627
SKU0198,Parts,Product_198,193
SKU0199,Electronics,Product_199,3190
SKU0200,Furniture,Product_200,4541
SKU0201,Furniture,Product_201,2988
SKU0202,Parts,Product_202,3686
SKU0203,Furniture,Product_203,3272
SKU0204,Electronics,Product_204,1217
SKU0205,Parts,Product_205,2666
SKU0206,Electronics,Product_206,1112
SKU0207,Parts,Product_207,2206
SKU0208,Parts,Product_208,3032
SKU0209,Appliances,Product_209,3344
SKU0210,Electronics,Product_210,4779
SKU0211,Furniture,Product_211,1206
SKU0212,Furniture,Product_212,782
SKU0213,Electronics,Product_213,4380
SKU0214,Furniture,Product_214,4896
SKU0215,Furniture,Product_215,1003
SKU0216,Electronics,Product_216,2589
SKU0217,Parts,Product_217,3374
SKU0218,Electronics,Product_218,3351
SKU0219,Parts,Product_219,1592
SKU0220,Furniture,Product_220,1241
SKU0221,Furniture,Product_221,3043
SKU0222,Furniture,Product_222,2731
SKU0223,Appliances,Product_223,1267
SKU0224,Parts,Product_224,1590
SKU0225,Appliances,Product_225,3286
SKU0226,Appliances,Product_226,2436
SKU0227,Electronics,Product_227,3769
SKU0228,Appliances,Product_228,1438
SKU0229,Electronics,Product_229,1906
SKU0230,Electronics,Product_230,1415
SKU0231,Appliances,Product_231,549
SKU0232,Parts,Product_232,1730
SKU0233,Parts,Product_233,560
SKU0234,Parts,Product_234,4362
SKU0235,Parts,Product_235,1374
SKU0236,Parts,Product_236,1205
SKU0237,Appliances,Product_237,1877
SKU0238,Appliances,Product_238,3191
SKU0239,Furniture,Product_239,3536
SKU0240,Parts,Product_240,1860
SKU0241,Appliances,Product_241,2973
SKU0242,Furniture,Product_242,2264
SKU0243,Parts,Product_243,4236
SKU0244,Electronics,Product_244,763
SKU0245,Furniture,Product_245,3652
SKU0246,Appliances,Product_246,4184
SKU0247,Electronics,Product_247,3572
SKU0248,Electronics,Product_248,4318
SKU0249,Electronics,Product_249,4798
SKU0250,Furniture,Product_250,4899
SKU0251,Appliances,Product_251,1293
SKU0252,Electronics,Product_252,3759
SKU0253,Parts,Product_253,1131
SKU0254,Electronics,Product_254,505
SKU0255,Electronics,Product_255,4974
SKU0256,Furniture,Product_256,944
SKU0257,Furniture,Product_257,1434
SKU0258,Appliances,Product_258,2008
SKU0259,Parts,Product_259,3122
SKU0260,Furniture,Product_260,2046
SKU0261,Electronics,Product_261,4335
SKU0262,Appliances,Product_262,554
SKU0263,Electronics,Product_263,1264
SKU0264,Electronics,Product_264,1581
SKU0265,Furniture,Product_265,3490
SKU0266,Appliances,Product_266,873
SKU0267,Parts,Product_267,978
SKU0268,Parts,Product_268,183
SKU0269,Furniture,Product_269,2155
SKU0270,Furniture,Product_270,3677
SKU0271,Appliances,Product_271,4830
SKU0272,Parts,Product_272,1902
SKU0273,Parts,Product_273,4960
SKU0274,Parts,Product_274,4225
SKU0275,Electronics,Product_275,2983
SKU0276,Parts,Product_276,3334
SKU0277,Electronics,Product_277,4348
SKU0278,Appliances,Product_278,2861
SKU0279,Electronics,Product_279,1300
SKU0280,Appliances,Product_280,3562
SKU0281,Parts,Product_281,1306
SKU0282,Parts,Product_282,3426
SKU0283,Appliances,Product_283,3536
SKU0284,Furniture,Product_284,3634
SKU0285,Appliances,Product_285,1446
SKU0286,Furniture,Product_286,3687
SKU0287,Electronics,Product_287,3380
SKU0288,Electronics,Product_288,2753
SKU0289,Electronics,Product_289,520
SKU0290,Parts,Product_290,1403
SKU0291,Electronics,Product_291,2833
SKU0292,Furniture,Product_292,2881
SKU0293,Electronics,Product_293,407
SKU0294,Appliances,Product_294,3069
SKU0295,Appliances,Product_295,717
SKU0296,Parts,Product_296,4518
SKU0297,Appliances,Product_297,1195
SKU0298,Furniture,Product_298,4235
SKU0299,Electronics,Product_299,3769
SKU0300,Parts,Product_300,2795
SKU0301,Electronics,Product_301,589
SKU0302,Electronics,Product_302,2829
SKU0303,Furniture,Product_303,4186
SKU0304,Appliances,Product_304,4885
SKU0305,Appliances,Product_305,3825
SKU0306,Electronics,Product_306,2558
SKU0307,Parts,Product_307,2829
SKU0308,Appliances,Product_308,974
SKU0309,Parts,Product_309,3006
SKU0310,Appliances,Product_310,1631
SKU0311,Parts,Product_311,3374
SKU0312,Furniture,Product_312,4535
SKU0313,Parts,Product_313,305
SKU0314,Furniture,Product_314,4854
SKU0315,Furniture,Product_315,1888
SKU0316,Parts,Product_316,1994
SKU0317,Furniture,Product_317,59
SKU0318,Electronics,Product_318,2921
SKU0319,Furniture,Product_319,847
SKU0320,Appliances,Product_320,1065
SKU0321,Parts,Product_321,1874
SKU0322,Electronics,Product_322,4519
SKU0323,Parts,Product_323,3186
SKU0324,Appliances,Product_324,2243
SKU0325,Appliances,Product_325,273
SKU0326,Appliances,Product_326,4998
SKU0327,Furniture,Product_327,4208
SKU0328,Furniture,Product_328,3975
SKU0329,Parts,Product_329,4834
SKU0330,Parts,Product_330,4050
SKU0331,Electronics,Product_331,1683
SKU0332,Electronics,Product_332,2202
SKU0333,Parts,Product_333,560
SKU0334,Furniture,Product_334,434
SKU0335,Appliances,Product_335,454
SKU0336,Parts,Product_336,4663
SKU0337,Electronics,Product_337,4621
SKU0338,Furniture,Product_338,2050
SKU0339,Parts,Product_339,2806
SKU0340,Parts,Product_340,1718
SKU0341,Furniture,Product_341,1510
SKU0342,Parts,Product_342,3686
SKU0343,Furniture,Product_343,2774
SKU0344,Appliances,Product_344,4859
SKU0345,Furniture,Product_345,4228
SKU0346,Furniture,Product_346,2098
SKU0347,Furniture,Product_347,4196
SKU0348,Parts,Product_348,4830
SKU0349,Parts,Product_349,766
SKU0350,Furniture,Product_350,4594
SKU0351,Parts,Product_351,4633
SKU0352,Electronics,Product_352,1873
SKU0353,Electronics,Product_353,2131
SKU0354,Parts,Product_354,3469
SKU0355,Parts,Product_355,1624
SKU0356,Furniture,Product_356,299
SKU0357,Appliances,Product_357,723
SKU0358,Parts,Product_358,4583
SKU0359,Electronics,Product_359,2215
SKU0360,Furniture,Product_360,820
SKU0361,Parts,Product_361,4012
SKU0362,Electronics,Product_362,4413
SKU0363,Electronics,Product_363,2034
SKU0364,Appliances,Product_364,1127
SKU0365,Furniture,Product_365,285
SKU0366,Furniture,Product_366,438
SKU0367,Appliances,Product_367,3087
SKU0368,Appliances,Product_368,4908
SKU0369,Furniture,Product_369,1898
SKU0370,Furniture,Product_370,4769
SKU0371,Parts,Product_371,2864
SKU0372,Parts,Product_372,3424
SKU0373,Appliances,Product_373,3328
SKU0374,Parts,Product_374,1302
SKU0375,Electronics,Product_375,4031
SKU0376,Parts,Product_376,4723
SKU0377,Parts,Product_377,2172
SKU0378,Electronics,Product_378,4580
SKU0379,Appliances,Product_379,2200
SKU0380,Electronics,Product_380,4909
SKU0381,Parts,Product_381,1379
SKU0382,Appliances,Product_382,1408
SKU0383,Parts,Product_383,2532
SKU0384,Electronics,Product_384,4592
SKU0385,Electronics,Product_385,2067
SKU0386,Parts,Product_386,1381
SKU0387,Furniture,Product_387,4394
SKU0388,Furniture,Product_388,4311
SKU0389,Electronics,Product_389,1408
SKU0390,Electronics,Product_390,4687
SKU0391,Furniture,Product_391,4904
SKU0392,Furniture,Product_392,3227
SKU0393,Parts,Product_393,2178
SKU0394,Parts,Product_394,2230
SKU0395,Furniture,Product_395,4942
SKU0396,Parts,Product_396,187
SKU0397,Parts,Product_397,3522
SKU0398,Appliances,Product_398,2882
SKU0399,Parts,Product_399,3629
SKU0400,Electronics,Product_400,3081
SKU0401,Parts,Product_401,4214
SKU0402,Parts,Product_402,2643
SKU0403,Furniture,Product_403,4350
SKU0404,Electronics,Product_404,3868
SKU0405,Parts,Product_405,4188
SKU0406,Parts,Product_406,3873
SKU0407,Appliances,Product_407,4092
SKU0408,Parts,Product_408,1956
SKU0409,Parts,Product_409,810
SKU0410,Appliances,Product_410,3495
SKU0411,Furniture,Product_411,949
SKU0412,Parts,Product_412,4505
SKU0413,Appliances,Product_413,2997
SKU0414,Electronics,Product_414,1769
SKU0415,Furniture,Product_415,330
SKU0416,Electronics,Product_416,3316
SKU0417,Electronics,Product_417,1937
SKU0418,Appliances,Product_418,3316
SKU0419,Parts,Product_419,716
SKU0420,Appliances,Product_420,4238
SKU0421,Appliances,Product_421,721
SKU0422,Appliances,Product_422,2019
SKU0423,Appliances,Product_423,4206
SKU0424,Furniture,Product_424,3172
SKU0425,Parts,Product_425,4749
SKU0426,Electronics,Product_426,4827
SKU0427,Electronics,Product_427,3950
SKU0428,Parts,Product_428,573
SKU0429,Electronics,Product_429,2443
SKU0430,Parts,Product_430,3167
SKU0431,Electronics,Product_431,2643
SKU0432,Appliances,Product_432,2018
SKU0433,Electronics,Product_433,1803
SKU0434,Parts,Product_434,2346
SKU0435,Parts,Product_435,2311
SKU0436,Parts,Product_436,2336
SKU0437,Parts,Product_437,4252
SKU0438,Parts,Product_438,2928
SKU0439,Furniture,Product_439,4193
SKU0440,Furniture,Product_440,3694
SKU0441,Electronics,Product_441,4482
SKU0442,Parts,Product_442,2105
SKU0443,Electronics,Product_443,4770
SKU0444,Parts,Product_444,1326
SKU0445,Parts,Product_445,2816
SKU0446,Furniture,Product_446,352
SKU0447,Furniture,Product_447,688
SKU0448,Appliances,Product_448,105
SKU0449,Furniture,Product_449,4871
SKU0450,Appliances,Product_450,575
SKU0451,Appliances,Product_451,4619
SKU0452,Appliances,Product_452,4173
SKU0453,Appliances,Product_453,2175
SKU0454,Appliances,Product_454,3337
SKU0455,Electronics,Product_455,414
SKU0456,Furniture,Product_456,4671
SKU0457,Appliances,Product_457,1696
SKU0458,Parts,Product_458,968
SKU0459,Furniture,Product_459,2847
SKU0460,Furniture,Product_460,1581
SKU0461,Appliances,Product_461,3395
SKU0462,Electronics,Product_462,1956
SKU0463,Appliances,Product_463,3136
SKU0464,Electronics,Product_464,4630
SKU0465,Parts,Product_465,2125
SKU0466,Furniture,Product_466,763
SKU0467,Parts,Product_467,1112
SKU0468,Electronics,Product_468,2026
SKU0469,Electronics,Product_469,1346
SKU0470,Parts,Product_470,175
SKU0471,Electronics,Product_471,4682
SKU0472,Parts,Product_472,3646
SKU0473,Furniture,Product_473,3333
SKU0474,Parts,Product_474,1653
SKU0475,Furniture,Product_475,116
SKU0476,Parts,Product_476,282
SKU0477,Electronics,Product_477,2206
SKU0478,Parts,Product_478,1219
SKU0479,Electronics,Product_479,2208
SKU0480,Parts,Product_480,4256
SKU0481,Parts,Product_481,1543
SKU0482,Appliances,Product_482,4768
SKU0483,Electronics,Product_483,4057
SKU0484,Appliances,Product_484,2522
SKU0485,Electronics,Product_485,2710
SKU0486,Appliances,Product_486,2789
SKU0487,Furniture,Product_487,1811
SKU0488,Parts,Product_488,3564
SKU0489,Electronics,Product_489,2025
SKU0490,Electronics,Product_490,2412
SKU0491,Parts,Product_491,926
SKU0492,Electronics,Product_492,3862
SKU0493,Electronics,Product_493,3498
SKU0494,Appliances,Product_494,1362
SKU0495,Electronics,Product_495,1510
SKU0496,Furniture,Product_496,2759
SKU0497,Furniture,Product_497,2374
SKU0498,Parts,Product_498,1783
SKU0499,Electronics,Product_499,1655
SKU0500,Parts,Product_500,2613
